,0,1,2,3,4
0,5259.043623814653,5289.162591660127,5224.353825656551,5265.98095384689,5202.069394587599
1,5284.19187245648,5389.70769127324,5409.259967159698,5148.623462149028,5116.505076537769
2,5398.508610607037,5566.155111576723,5490.4543914134465,5274.440093243979,5257.955033774664
3,5370.96793864838,5478.537919611721,5439.097079727466,5312.66650666985,5338.796260521693
4,5665.914796193617,5326.424876563172,5365.662862834263,5355.201479842306,5439.030048510947
5,5258.835279043541,5284.345658016923,5203.581087584351,5364.998221795415,5362.4382268327845
6,5419.508027231768,5225.021258786777,5256.2395746170005,5558.251160092102,5472.113751738266
7,5178.917152362176,5216.425055267953,5121.343681332821,5300.814680480246,5257.500938285186
8,5265.393401138268,5190.911019767935,5163.846150599997,5351.789621861042,5320.050388070183
9,5196.214824371871,5139.406542132589,5094.578994015781,5329.862222964917,5292.854224658592
10,5116.201323033281,5116.846829173177,5052.439339751269,5268.67384172152,5252.698714531357
11,5030.834450090388,5083.799741685611,5009.6950808824495,5155.035158145853,5127.531252914022
12,5167.417816744741,5054.956845080833,5059.746241650895,5226.942922798348,5299.657170246629
13,5021.685775420995,5039.295197222373,4985.758794988656,5083.2060024722405,5105.684402911166
14,5015.7587579624105,5040.616838678825,4995.717395350887,5106.503681437589,5138.198224470012
15,5015.888861683525,5027.447057077074,4991.28421656906,5119.982218594027,5148.146841365221
16,5030.811032806139,5009.4436197521545,4997.322092986015,5147.9846412356555,5159.263460340182
17,4985.770329036449,5020.469794699085,4950.1257634114545,5046.235309053441,5030.350759612043
18,5004.855619134715,4990.2712514977375,4977.985830581735,5082.259184334994,5126.630795795845
19,4982.941029146021,4986.456689105503,4961.214250207326,5006.0837395097615,5013.606510943717
20,4983.514405766686,4990.264793864359,4963.66461058043,5071.993631397884,5069.7171617217555
21,4963.55459867833,4962.284812134041,4964.8845658421305,5027.515486327947,5044.563921866132
22,4970.153891455307,4972.8033793349405,4982.16005995299,5022.768930103888,5043.277613599843
23,4945.655319855661,4959.426129092071,4893.782083110383,4995.8107800266,4976.716399877432
24,4950.70135272839,4955.501014294899,4954.675559670912,5040.041482234724,5016.940664486567
25,4950.502202692405,4971.374489299061,4926.909876600777,5002.936630956801,4988.256510817647
26,4943.068595921887,4942.258148181031,4893.673754667183,4981.497039318695,5008.9795323143635
